title,number,likes,retweets,time
"North Dakota is the first state to officially recognize ridesharing before our launch. See you tomorrow, Fargo!",501,95,52,13 May 2015
Today we’re proud to extend UberMILITARY opportunities to spouses of service members. Blog: http://ubr.to/MilitaryFamilies …,502,38,57,13 May 2015
Watch how one of our partners secretly drove with us to save for a ring so he could propose to his bride-to-be:,503,46,33,11 May 2015
"The Philippines just created the first-ever nationwide regulations for ridesharing 
http://ubr.to/Philregsdoneright …",504,95,80,11 May 2015
"Last week, in honor of Mother's Day, we hosted women partner appreciation events in 16 cities around the world. Blog:",505,19,11,11 May 2015
"Last week, we met w/ 100s of incredible women partners at roundtable events across the world: http://ubr.to/wmrt ",506,22,21,11 May 2015
"This opera-loving @Uber driver got the singing lesson of lifetime from @ronantynan
 http://trib.al/PQSqizj ",507,21,12,8 May 2015
"Uber is a family affair for Dana + Trudy, who drive with Uber in Austin. Happy Mother's Day to our women partners.",508,32,31,7 May 2015
"We sat down today with Louisville's top women partners to celebrate and learn from them. Thanks, ladies!",509,25,13,6 May 2015
"Today we celebrated the signing of HB 225 & HB 190 w/ @GovernorDeal & some of our partner drivers! #UberOn, Georgia!",510,64,32,6 May 2015
We’re sitting down w/ top women partners worldwide to celebrate + learn from them today. Blog: http://t.uber.com/wrt ,511,27,31,6 May 2015
"Thanks to you, #UberSpringCleaning donations = the weight of the Statue of Liberty.",512,173,112,5 May 2015
So @Uber & I are bringing #PrettyGirls to you! Request a “Bee” ride in LA @ 3pm PT to hear it http://britney.lk/pguber ,513,4.1K,2.6K,3 May 2015
Oops we did it again. The world premiere of @britneyspears new song ‘Pretty Girls’ is playing in select Ubers.,514,234,248,3 May 2015
There's something buzzing in LA.,515,3.3K,2.2K,3 May 2015
To everyone around the world who donated for #UberSpringCleaning: Thank You. Obrigado. Shukran. Bedankt.,516,65,29,2 May 2015
Just had @Uber pick up my donation pile. Thanks for the tip @bryanboy! #UberSpringCleaning,517,70,29,2 May 2015
Request GIVE in the Uber app in over 50 cities today to donate your clothing for free: http://t.uber.com/sc15 ,518,195,236,2 May 2015
"Pro tip for #UberSpringCleaning: ""Determine a timeframe for getting rid of unused items - 6 months or 1 year."" @ClutterDiet’s Lorie Marrero",519,12,13,1 May 2015
"Pro tip for #UberSpringCleaning: Vertical space is often forgotten, add a shelf/hook or hang it up. Courtesy of @ClutterDiet's Lorie Marrero",520,6,4,1 May 2015
"It's almost #UberSpringCleaning. Tomorrow, 5/2, request GIVE for a free @GoodwillIntl pickup http://t.uber.com/sc15 ",521,152,116,1 May 2015
LIVE on #Periscope: Apple Watch Uber App: Behind the Scenes https://www.periscope.tv/w/VyPMNDE5MDY1MTF8ODI0MzgyMknppMlaw8IicbUjcR_VJwEA9wXt0Xl6_NycOGo9OVbx …,522,23,15,30 Apr 2015
The countdown is on—check back at 2pm PST for an exclusive #Periscope look behind the Apple Watch Uber app.,523,41,31,30 Apr 2015
Clean out your closet for #UberSpringCleaning + get a free @GoodwillIntl pickup this Saturday: http://t.uber.com/sc15 ,524,332,267,30 Apr 2015
Uber Ride Reminders in @Outlook make getting to your next appt. even easier. Blog: http://t.uber.com/build15  #Build2015,525,37,47,29 Apr 2015
"Request your @Uber with one touch on #AppleWatch.
http://tw.appstore.com/Uber ",526,123,86,29 Apr 2015
"THIS @Uber_LA  @UBER DRIVER, MIKE, DROVE BACK AN HOUR LATER, BROUGHT ME MY LOST CELL PHONE! HERO!",527,745,111,28 Apr 2015
".@Uber only goes to 5 stars, but @katiecouric's got a 6.4. Typical. http://bit.ly/1KttjAS ",528,18,15,29 Apr 2015
"Get 20% back and go farther with every Uber ride through April 2016, only with the Quicksilver card from @CapitalOne.",529,22,21,29 Apr 2015
"Foodies, add us on @Snapchat for a story so good, you’ll be hungry for more. Username: Uber",530,34,20,28 Apr 2015
"Introducing #UberEATS, your favorite restaurants delivered in 10 minutes or less: http://t.uber.com/eatslaunchnyc ",531,161,159,28 Apr 2015
"Ready for lunch? @XocoChicago & @Uber_Chi pair up today for on-demand delivery. Open app at 11, order tortas & salad!",532,37,44,28 Apr 2015
"Get food from tap to table in just minutes. UberEATS is now in NYC, CHI, LA + BCN. http://uber.com/eats ",533,104,111,28 Apr 2015
"UberEATS makes life more delicious. Arriving now in NYC, CHI, LA + BCN. Blog: http://t.uber.com/eats ",534,75,107,28 Apr 2015
Portland: We're back and it feels like home.,535,347,158,24 Apr 2015
"PDX: Starting right now, we’re officially back on the road! Let’s move together. http://blog.uber.com/pdxlaunch ",536,115,92,24 Apr 2015
Follow our design team on Instagram as they celebrate @GreatDiscontent's #The100DayProject See http://t.uber.com/insta ,537,45,21,23 Apr 2015
Switching to all @uber pool. It is super fun.,538,36,11,23 Apr 2015
Say hello to the all new @Zomato app with Uber integration. Dining made easy: http://t.uber.com/zomato ,539,61,49,23 Apr 2015
Get 20% back on all rides when you use the Quicksilver card from @CapitalOne through April 2016. #JustGotBetter,540,21,21,23 Apr 2015
Thanks to Soldier For Life for inviting us to share the UberMILITARY opportunity at Ft. Riley this week.,541,34,23,22 Apr 2015
CNN: Uber and other apps revolutionizing India's rickshaw http://cnn.it/1HcRRy2  #uberAUTO,542,24,21,17 Apr 2015
13K gal. of gas are saved in CO2 emissions each month w/ uberPOOL in SF. Let’s ride for a cleaner tomorrow. #EarthDay,543,53,33,22 Apr 2015
"<developers/> As the official partner for @Microsoft #Build2015, all attendees will receive 2 free rides from yours truly.",544,144,159,22 Apr 2015
"WATCH: Our SVP, Niall Wass, is presenting at the EU Parliament on the need for an innovation economy: https://alde.livecasts.eu/the-only-way-is-app … #EUappeconomy",545,16,12,22 Apr 2015
Thank you @CommBovo for supporting Uber in Miami! Read his op-ed here:,546,15,17,21 Apr 2015
Life #JustGotBetter with the Quicksilver card from @CapitalOne. Get 20% back on all Uber rides through April 2016.,547,78,100,21 Apr 2015
"Kansas welcomes innovative business creating jobs #ksleg #Uber 
https://governor.ks.gov/media-room/media-releases/2015/04/20/governor-sam-brownback-cites-importance-of-innovation-in-economic-growth-as-he-vetoes-sb-117 …",548,39,38,20 Apr 2015
The best days end with Uber.,549,78,52,17 Apr 2015
Relax and leave the rides to us–you've got a great weekend ahead.  http://t.uber.com/coachellala15 ,550,28,11,17 Apr 2015
Make friends going to work: thousands take uberPOOL to commute over 5x a week #UberData Blog: http://t.uber.com/pooldata ,551,49,24,17 Apr 2015
We'll be there.,552,20,11,17 Apr 2015
13K gallons of gas: what’s saved in CO2 emissions every month with uberPOOL. #UberData Blog: http://t.uber.com/pooldata ,553,74,52,16 Apr 2015
Our resident hackathon pro @pedramkeyani on how hackathons boost company culture as we grow: http://t.uber.com/hackathon ,554,25,16,16 Apr 2015
>90% of SF uberPOOL riders going from the Marina to FiDi get a match during rush hr. #UberData http://t.uber.com/pool-update ,555,27,18,16 Apr 2015
"Today and tomorrow in NYC, seize the Iron Throne from @GameOfThrones with #RideOfThrones: http://t.uber.com/thrones ",556,19,14,16 Apr 2015
Help Livonia’s #UberPartnerKen and his family save his house as he battles cancer. Donate today: http://t.uber.com/PartnerKen ,557,18,26,14 Apr 2015
"In just 6 months, we’ve seen hundreds of thousands of riders and millions of trips with uberPOOL. #UberData Blog:",558,38,24,16 Apr 2015
"Today and tomorrow, we’re teaming up with HBO NOW + @GameOfThrones to bring you #RideofThrones http://t.uber.com/thrones ",559,348,224,16 Apr 2015
"Most riders should now be able to request rides without any issue. If we can help further, let us know via https://help.uber.com . Uber on!",560,11,8,16 Apr 2015
Some riders may have trouble requesting rides. We're working on a fix and should be back shortly.,561,9,13,16 Apr 2015
Make friends going to work: thousands take uberPOOL to commute over 5x a week #UberData Blog: http://t.uber.com/pooldata ,562,46,46,16 Apr 2015
"Joined by @susanguidry & @JaredCBrossett, today I signed into law ordinance allowing ridesharing operations in #NOLA.",563,37,32,15 Apr 2015
We’re celebrating the best Uber partner-drivers with #SixthStar. RT if a driver made your day.,564,55,46,14 Apr 2015
Engineering director + resident hackathon pro @pedramkeyani on how hackathons boost company culture as we grow:,565,31,20,14 Apr 2015
We’re celebrating the best Uber partner-drivers w/ #SixthStar. RT if a driver made your day. http://t.uber.com/6star ,566,66,58,10 Apr 2015
"Here's to 300 cities, hundreds of thousands of inspiring driver-partners, and millions of amazing riders—you move us.",567,139,142,10 Apr 2015
Thinking about a last min weekend trip? Earn 2x #MembershipRewards pts or use pts for your ride w/ @Uber. Have fun!,568,14,18,10 Apr 2015
We'll be at Coachella. Relax and leave the rides to us. You've got a great weekend ahead. http://t.uber.com/coachellala15 ,569,280,138,8 Apr 2015
"Our partners  in over 300  around 
Some  shoot for and deserve 6’s!
http://t.uber.com/6star   ",570,136,57,9 Apr 2015
We  our  partners ,571,87,35,9 Apr 2015
We’re paying it forward to drivers who have gone above and beyond w/ the #SixthStar award + $1K from @AmericanExpress,572,46,44,9 Apr 2015
We found a way to keep the streets even safer. You drink. We drive.,573,255,238,8 Apr 2015
More business travelers are choosing Uber: http://t.uber.com/certify  RT if we're your go-to when riding for work!  ,574,98,134,7 Apr 2015
Our Q1 report reveals @Uber is on the rise among business travelers #biztravel #uber https://www.certify.com/2015-04-07-Sharing-the-Road-Business-Travelers-Increasingly-Choose-Uber …,575,26,35,7 Apr 2015
We're rocking pride colors tonight in Indiana. Proud to be EVERYONE'S private driver. #RideWithPride,576,282,162,3 Apr 2015
Uber questions keeping you up late at night? We’ve got you covered with 24/7 support at http://help.uber.com ,577,40,29,2 Apr 2015
</developers> We're letting you take the wheel and give users the power to request Uber rides from <any> app.,578,75,83,1 Apr 2015
"Our rating system helps us keep our riders and drivers accountable, kind, and up to Uber standard.",579,69,54,30 Mar 2015
//Calling all developers! We opened our Request endpoint API. Show us what you've got! Winners get a trip to Uber HQ:,580,99,91,28 Mar 2015
Here's to the weekend.,581,181,61,27 Mar 2015
“Are you there yet?” Avoid the questions by sharing your ETA so friends and family can track your ride.,582,278,135,27 Mar 2015
"Proud to serve every neighborhood, every driver and every person who needs a ride throughout Indiana. #RideWithPride",583,287,215,27 Mar 2015
"Developers, start your CPUs. We’re hosting our 1st ever hackathon!  See more here:",584,37,31,27 Mar 2015
"Shoutout to @mstainbrook40, our fave @xuathletics baller and @Uber_OHIO partner, for powering Xavier on a great run.",585,76,49,26 Mar 2015
"Tonight, #ClubLife x @Uber are offering the ultimate VIP experience for my show at @LIVmiami! http://tsto.co/3o584 ",586,286,122,26 Mar 2015
We’re hosting our 1st ever hackathon with the addition of Request endpoint to Uber API http://t.uber.com/ReqAPI ,587,43,37,26 Mar 2015
There’s a real layer of safety and security getting into an Uber. See why Anne and others choose Uber.,590,372,351,25 Mar 2015
It will be great if New Orleans approves UberX for the city. It will create hundreds of jobs and safe rides within our community,591,778,351,24 Mar 2015
"Take a look at how ride-sharing in China is changing cities by reducing traffic, emissions + improving the economy:",592,39,46,20 Mar 2015
"What next for Uber? Hear from Travis Kalanick, CEO, who is the FT's Boldness in Business Person of the Year",593,39,53,20 Mar 2015
Congrats to our CEO @TravisK for being named the #FTBoldness Person of the Year! @FT @ArcelorMittal,594,129,82,19 Mar 2015
We were watching you drive to the basket @mstainbrook40—congrats on the well deserved win @XavierUniv! ,595,32,21,19 Mar 2015
"Congrats to our amazing General Counsel Salle Yoo, winner of Corp Counsel of the Year Award/Private Co from @SFBusinessTimes & @SVbizjournal",596,24,16,19 Mar 2015
"When he's not making baskets, he's behind the wheel. Good luck to @XavierUniv & @Uber_Ohio partner, @mstainbrook40!",597,107,101,19 Mar 2015
"Order an Uber from some of your favorite apps, not just ours. Developers, learn more and enter our 1st ever Hackathon",598,36,38,17 Mar 2015
"A [rhyming] story and more, we can't wait for what's in store. Add us on @Snapchat for updates in ATX! Username: Uber",599,38,15,13 Mar 2015
Late night at work? Your company can help you get home w/ new features from Uber for Business: http://t.uber.com/btp ,600,65,53,12 Mar 2015
"In town for @sxsw? #uberPOOL is too, and it's the cheapest way to Uber in Austin:",601,29,38,12 Mar 2015
See how your company can help you get home after a late night in the office with new features from Uber for Business:,602,19,23,12 Mar 2015
7000+ tweets from #Beijing20 celebration event in NYC last night. See some highlights: http://j.mp/19cDSvx ,603,67,86,11 Mar 2015
Uber + @UN_Women are working toward a shared vision of women's empowerment—http://t.uber.com/unw  #Beijing20,604,183,155,11 Mar 2015
"""A more equitable world is only possible when women have access to better+flexible earning opportunities"" #Beijing20",605,125,126,10 Mar 2015
From Nairobi to New York: Uber partners from around the globe arrive for tonight's @UN_Women #Planet5050 event.,606,52,44,10 Mar 2015
"In support of @UN_Women, Uber pledges to create 1,000,000 jobs for women globally by 2020: http://t.uber.com/unw ",607,479,603,10 Mar 2015
"Hail an @Uber on the Apple Watch . #AppleLive
http://www.apple.com/live/ ",608,449,438,9 Mar 2015
And we're back on the road! Thanks for your patience.,609,54,22,5 Mar 2015
We're having some app issues at the moment and working to resolve. We should be up and running shortly.,610,38,43,5 Mar 2015
Keep your business travels from going awry: http://uber.com/business ,611,117,94,5 Mar 2015
"Riders know, we have an awesome community of partners at @Uber. Excited about Momentum, our driver focused magazine!",612,30,16,2 Mar 2015
"Introducing Momentum, a new publication designed exclusively for our driver-partners: http://t.uber.com/momentum-magazine …",613,66,46,2 Mar 2015
A ride fit for the Underwoods: UberBLACK,614,142,68,27 Feb 2015
Earning Starpoints is now as easy as tapping a button. Earn them for every Uber ride you take: http://t.uber.com/spg  #SuiteRide,615,35,28,26 Feb 2015
UberMILITARY partners get higher driver ratings than most http://t.uber.com/10kstrong ,616,29,19,26 Feb 2015
"As a result of trips taken during Winter Storms Juno + Linus, @Uber_BOS donated $100K to @RedCross Disaster Relief",617,26,21,26 Feb 2015
Now you can earn Starpoints when you link your @Uber and SPG accounts. #suiteride,618,1.4K,668,24 Feb 2015
"Link your Uber + @SPG accounts to earn Starpoints for every ride you take. Go ahead, you earned it. http://spg.com/uber  #SuiteRide",619,95,109,25 Feb 2015
Rev up your @SPG rewards with a Starpoint for every $1 you spend on Uber. http://t.uber.com/spg  #SuiteRide,620,184,242,24 Feb 2015
"Meet Kia: DC-area partner, and one of the 10,000+ members of the military community who drive with Uber.",621,28,28,22 Feb 2015
"Less congestion + fewer emissions = a better commute. Ride #uberPOOL in SF, NYC, Paris—and now LA!",622,35,26,21 Feb 2015
"Los Angeles, your uberPOOL is arriving now: http://t.uber.com/uberpool-LA ",623,59,35,20 Feb 2015
"“Thanks to the UberMILITARY program, my life has changed financially.” Read the full story here:",624,27,27,20 Feb 2015
Members of the military community have earned more than $18 million driving with Uber.,625,26,32,19 Feb 2015
"In just 6 months, over 10K members of the military community have started driving with Uber. http://t.uber.com/10kstrong ",626,72,71,19 Feb 2015
"Bon dia Barcelona, your EATS are arriving now. http://t.uber.com/EATSbcn ",627,31,31,19 Feb 2015
"Thanks to the Uber community, thousands of vets received notes of gratitude this weekend: http://t.uber.com/natl-salute ",628,59,34,18 Feb 2015
Edith knows the #littlethings count. Read how she made post-surgery grocery shopping easier for one of her riders:,629,21,11,14 Feb 2015
"The #littlethings can make a big impact. Read about our partner Neel in Austin, helping out a special needs child:",630,19,14,14 Feb 2015
"Whether it's your city, family, or friends, we're happy to connect you to the people and places you love.",631,50,31,14 Feb 2015
"This Valentine's Day, it's all about the #littlethings. See what we mean in today's @Snapchat story. Username: uber",632,28,15,13 Feb 2015
"We understand you've got places to be, @Drake.",633,4.5K,4.4K,13 Feb 2015
"Last chance! Create a valentine today for a US veteran, and we'll hand-deliver it by Saturday http://t.uber.com/NSVPW ",634,36,39,10 Feb 2015
"Show your support for healing vetswith valentines, hand-delivered by UberMILITARY partners this week.",635,19,10,10 Feb 2015
Create a valentine note of support for local vets + we'll hand-deliver it in time for VDay: http://t.uber.com/NSVPW ,636,31,24,10 Feb 2015
Submit a valentine for a healing vet + have your card hand-delivered to a VA hospital by an UberMILITARY partner:,637,15,20,9 Feb 2015
"Today and tomorrow, send a valentine to a healing veteran. We'll donate $1 to @Stand4Heroes for every submission:",638,27,41,9 Feb 2015
"Meet inspiring NC State grad student and @Uber_NCarolina rider Danielle, and learn about why she rides.",639,31,33,6 Feb 2015
Honored to receive our first #Crunchies award. Congratulations to all of last night's winners:,640,33,23,6 Feb 2015
Watch Uber win Best Overall Startup of 2014 at the #Crunchies,641,113,151,5 Feb 2015
"Last fall, Danielle Cullen reached out to @travisk to share how Uber has become her lifeline. See her story:",642,37,32,6 Feb 2015
"Boston won on and off the field during #SB49, trumping Seattle in new signups last weekend: http://t.uber.com/big-game-recap ",643,24,10,5 Feb 2015
The numbers are in: Football fans made the smart choice to #ThinkAndRide rather than drink and drive during #SB49—,644,21,24,5 Feb 2015
"After 6 months, excited to release newest Forbes article ""The Uberpreneur: How An Uber Drive Makes $252,000 A Year""",645,107,125,4 Feb 2015
"#UberKITTENS is headed Down Under! Today across Australia, request your cuddle for a cause: http://t.uber.com/uberkittens_au ",646,93,69,4 Feb 2015
"Meet Pin Lu: NYC uberX partner, and one of roughly 40 deaf driver-partners across the US—http://t.uber.com/wsj-pin-lu  via @WSJ",647,15,11,3 Feb 2015
"Announcing a new partnership with @CarnegieMellon, including the creation of the Uber Advanced Technologies Center:",648,152,191,2 Feb 2015
Thoughts from @bgurley on our vision for the future of UberPOOL:,649,27,22,2 Feb 2015
Our partners are a constant source of inspiration. Just ask yesterday's champ @Mac_BZ http://abcnews.go.com/GMA/video/super-bowl-hero-malcolm-butler-game-saving-play-28660433 … via @ABC,650,27,28,2 Feb 2015
"Read this weekend's @WSJ profile on NYC driver Pin Lu, one of roughly 40 deaf Uber partners in the US: http://t.uber.com/wsj-pin-lu ",652,27,24,31 Jan 2015
"""I started being able to do things at the drop of a hat and experience a freedom I've never had before.""",653,36,26,29 Jan 2015
78% of riders surveyed are less likely to drive drunk with options like Uber in their city  #ThinkAndRide,654,105,83,29 Jan 2015
More options mean shifting mindsets: 88% agree Uber makes it easier to get home safe when drinking. #ThinkAndRide,655,62,37,29 Jan 2015
Team Fluff or Team Ruff? Pick a side and see who's top dog on our @Snapchat story (username: uber). #UberPuppyBowl,656,49,21,28 Jan 2015
"TODAY, we're delivering puppy playtime w/ @AnimalPlanet. Request #UberPuppyBowl in 10 cities: http://t.uber.com/puppybowl ",657,229,320,28 Jan 2015
Good news from @Uber_SEA: the arrival of Uber helped reduce drunk-driving arrests by 10%. http://t.uber.com/madd  #ThinkAndRide,658,49,47,27 Jan 2015
#ThinkAndRide to fit in. 93% of riders surveyed would tell their friends to take an Uber after drinking.,659,32,23,27 Jan 2015
"After the launch of uberX in CA, alcohol-related crashes fell by 60 per month—that's 1,800 less accidents since 2012.",660,122,182,27 Jan 2015
Uber & @MADDOnline are working toward making alcohol-related crashes a thing of the past. http://t.uber.com/madd ,661,386,287,27 Jan 2015
14. The percentage of Uber partners surveyed who are female. Learn more surprising stats in our Uber partner report:,662,17,10,26 Jan 2015
"In December 2014, almost 40,000 new driver-partners joined Uber in the U.S. Learn why:",663,22,22,26 Jan 2015
Uber is back in Park City for #Sundance. Learn about rates + how you can get #UberALLACCESS: http://blog.uber.com/parkcity15 ,664,26,12,24 Jan 2015
"Nairobi, your uberX has arrived. Say hello to Uber's 6th city in Africa: http://blog.uber.com/nairobilaunch ",665,74,47,23 Jan 2015
52% of Uber partners are “part-timers” who were actively looking for jobs to supplement their income:,666,34,23,23 Jan 2015
Sometimes you need a change of pace. Almost half of Uber partners surveyed are new to for-hire driving. Learn more:,667,23,6,23 Jan 2015
See the many reasons why people drive with Uber: http://t.uber.com/partner-experience …,668,45,35,23 Jan 2015
"For the first time ever, we’ve put together an #UberData analysis on the Uber partner experience. Learn more:",669,42,40,22 Jan 2015
Want to be your own boss? 87% of Uber partners say that’s exactly why they drive: http://t.uber.com/partner-experience …,671,43,33,22 Jan 2015
"“It gives me the time to spend with my son and enjoy being a mom."" Take a glimpse into the Uber partner experience.",672,25,22,22 Jan 2015
"Why do people choose to drive with Uber? For many, flexibility is key: http://t.uber.com/partner-experience …",673,122,95,22 Jan 2015
"See why Operations Manager Bridgette Tuquero credits her Army Reserve experience for her success at Uber, via @GoArmy",674,28,13,21 Jan 2015
Watch @Uber_HK GM Sam Gellman talk #UberCARGO and Uber's growth in China on @CNBC:,675,16,18,20 Jan 2015
"Today, Uber CEO @travisk laid out our commitment to new partnerships with Europe’s cities: http://blog.uber.com/europe-partnership …",676,157,169,18 Jan 2015
#UberData can show cities where to add mass transit stops. What does your city need to know? http://t.uber.com/city-data ,677,94,105,16 Jan 2015
Make a grand entrance to tonight's #Kingsman screening with a complimentary ride in 9 cities: http://uber.com/kingsman ,678,29,14,15 Jan 2015
Just met an Uber driver named Biss who is an engineer at IBM who donates his fares to UNICEF. Drives 2 hours a night. Wow.,679,466,222,12 Jan 2015
See how #UberData is helping to improve traffic flows and reduce traffic jams: http://t.uber.com/city-data ,680,79,89,14 Jan 2015
"This Thursday, we're hosting #Kingsman screenings in 50 cities. Win tickets: http://uber.com/kingsman  T&Cs apply",681,28,54,13 Jan 2015
Introducing a first-of-its-kind partnership to solve city challenges by using #UberData:,682,51,53,13 Jan 2015
Operation #Kingsman has begun. Your assignment? Gain access to a special screening: http://uber.com/kingsman  T&Cs apply,683,68,42,12 Jan 2015
Honored to be voted 2014's Best Mobile Travel App by @BizTravelerNA. Congratulations to all of this year's winners: http://spr.ly/6010aC1G ,684,54,38,11 Jan 2015
"Today in Seattle, support @RWPassAcademy by donating $3 when you ride. Tap DONATE to request: http://t.uber.com/RWPA ",685,13,3,10 Jan 2015
Beating the winter slump—introducing price cuts for riders + guaranteed earnings for drivers: http://blog.uber.com/PriceCut2015 ,686,71,74,8 Jan 2015
We are excited to welcome #UberCARGO to the @Uber_HK product family!  Read more at http://blog.uber.com/ubercargo ,687,42,54,7 Jan 2015
Wish you could take Uber at #CES2015? Sign the petition & say #NVneedsUber!,688,60,61,5 Jan 2015
"Sending birthday wishe5 to our favorite DJ-turned-uberX-partner, @deadmau5!",689,99,61,5 Jan 2015
A look back at our biggest NYE ever. Thanks for making us part of your celebration! http://blog.uber.com/cheersto2015 ,690,101,89,2 Jan 2015
All @uber rides using promo code MADDNYE through 6am will result in a $1 donation per ride to MADD!,691,297,548,31 Dec 2014
"We expect demand to be highest between 12:30 – 2:30AM. For the most affordable ride, request right when the ball drops or wait until later.",692,84,146,31 Dec 2014
"You'll likely be sharing the night with friends, so why not share the cost of your ride? See how to split your fare:",693,35,57,31 Dec 2014
"Tonight only, enter code MADDNYE before your ride ends and we'll donate $1 to @MADDOnline: http://blog.uber.com/MADDNYE ",694,39,118,31 Dec 2014
New Year’s Eve is going to be our busiest night ever. See our tips on the best time to ride: http://blog.uber.com/NYE2014 ,695,74,149,31 Dec 2014
"We're teaming up again with @MADDOnline to combat drunk driving and ring in 2015 with safe, responsible rides:",696,54,55,30 Dec 2014
"Uber is proud to support @NHTSAGov, @AdCouncil, and @TVBTweets’ Project Roadblock: http://buzzeddriving.adcouncil.org ",697,19,17,30 Dec 2014
"This New Year's Eve, join us in supporting @MADDOnline’s work to end drunk driving: http://blog.uber.com/MADDNYE ",698,45,68,29 Dec 2014
"This New Year's Eve, Uber is donating $1 from every ride in the US to @MADDOnline when you enter code MADDNYE:",699,63,133,29 Dec 2014
"Merry Christmas to all, and to all a safe ride.",700,83,42,25 Dec 2014
Just in case the sleigh breaks down...,701,180,109,24 Dec 2014
"Because of your drive, together we set a @nokidhungry donation record. Here’s how you made it happen:",702,35,28,22 Dec 2014
"A message from our Head of Global Safety, Phillip Cardenas:",703,24,45,17 Dec 2014
"Together with Baidu, we can fulfill a shared vision of using technology to move people effortlessly in China:",704,22,36,17 Dec 2014
"In 4 days, the Uber Community donated #5MillionMeals—a @nokidhungry record! Imagine what else we can do together.",705,81,104,16 Dec 2014
"Thanks to you, today we are #5MillionMeals closer to driving out childhood hunger in the US: http://blog.uber.com/5millionmeals ",706,64,79,15 Dec 2014
".@Uber & #TeamNKH CRUSHED the #3MillionMeals goal. Now, we're on the road to #1MillionMore! http://blog.uber.com/1millionmore ",707,39,38,12 Dec 2014
"Tonight in select cities, dine in to drive out child hunger with UberCHEF by @Kitchensurfing http://t.uber.com/UberCHEF-NKH ",708,26,31,12 Dec 2014
"In <48 hours, your generosity has provided @nokidhungry with over #3MillionMeals. Together, let’s do #1MillionMore:",709,39,49,11 Dec 2014
"Yesterday, @travisk + team got schooled on how to make healthy after-school snacks with @nokidhungry. #1MillionMore",710,31,29,11 Dec 2014
"Thanks to the Uber community, we met our goal of #3MillionMeals. But we're not slowing down: http://t.uber.com/1millionmore ",711,85,117,11 Dec 2014
"Today, one of your meals could help @nokidhungry provide a whole lot more. Request UberLUNCH in select cities:",712,14,25,11 Dec 2014
"Let’s do lunch! Today in select cities, request UberLUNCH on demand to benefit @nokidhungry: http://t.uber.com/UberLUNCH ",713,29,34,11 Dec 2014
Together we can drive out childhood hunger. Help us provide #3MillionMeals and donate directly to @nokidhungry: http://nokidhungry.org/uber ,714,16,42,10 Dec 2014
Your ride could help @nokidhungry provide a child with up to 50 healthy meals. Select DONATE in your app and request:,715,14,26,10 Dec 2014
Your Uber is arriving now on many @Sprint devices:,716,22,29,10 Dec 2014
Request a ride w/ @Uber using the DONATE option & $5 will go to #NoKidHungry. http://blog.uber.com/nokidhungry  #3MillionMeals,717,40,76,9 Dec 2014
"We're on the road to #3MillionMeals! Add ""uber"" on @Snapchat and stay tuned for snaps on how you can get involved.",718,58,47,9 Dec 2014
"With our donation and your rides, together we're raising funds to provide #3MillionMeals. See how you can contribute:",719,20,18,9 Dec 2014
"This week, take a ride and donate $5 in-app to support @nokidhungry and our mission to provide #3MillionMeals.",720,137,103,9 Dec 2014
We’re joining forces with @nokidhungry to help drive out childhood hunger. http://t.uber.com/nokidhungry  #3MillionMeals,721,138,198,9 Dec 2014
Um my uber drive has karaoke with microphones in the car and asked me if I want to do it. Obviously… http://instagram.com/p/wW_d4jNZBC/ ,722,130,67,8 Dec 2014
A message from CEO @travisk about our ride ahead:,723,147,183,4 Dec 2014
"London, your Xmas countdown just got digital. Score an #UberAdvent treat every day this month: http://t.uber.com/UberAdvent ",724,14,16,4 Dec 2014
See how two unsuspecting uberPOOL riders in SF ended up with more than just a cheap ride across town: http://t.uber.com/PoolStories ,725,11,14,3 Dec 2014
"250,000+ @Citi employees around the globe are now riding with Uber:",726,36,49,3 Dec 2014
"We see a future with 1M fewer cars on the road. On Thursday, we're launching uberPOOL to help get us there: http://t.uber.com/nyc-uberpool ",727,44,50,2 Dec 2014
"As a proud partner of @IAVA, we support their mission to empower vets. This #GivingTuesday, you can help too: http://iava.org/donate ",728,25,37,2 Dec 2014
"Uber API is taking a ride with @transitapp, adding a new reliable travel option for commuters: http://t.uber.com/transitapp ",729,60,45,1 Dec 2014
"Happy Thanksgiving! Wherever you're celebrating, take note that we might be in your town. See our full city list:",730,39,45,27 Nov 2014
"TODAY in SF, NY + BOS, share the warmth with @GoodwillIntl by requesting a FREE pick-up. Details:",731,23,46,25 Nov 2014
"Tomorrow in NY, SF + BOS, donate your gently worn clothes to @GoodwillIntl through your app: http://t.uber.com/winterclothingdrive …",732,84,114,24 Nov 2014
Picked up my first @uber rider a few min ago.... @shelbyleemeans... Best of luck with your music career!,733,924,136,21 Nov 2014
"Your driver, @diplo, is arriving now.",734,618,152,21 Nov 2014
"In 10 cities today, connect your @Spotify account and choose the soundtrack to your next ride: http://t.uber.com/spotify-launch ",735,47,62,21 Nov 2014
"Tomorrow, we're launching @Spotify in 10 cities with 10 exclusive artist experiences: http://t.uber.com/Spotify-launch ",736,74,65,20 Nov 2014
India's cheapest ride has arrived. Meet #uberGO: http://t.uber.com/uberGO ,737,36,46,20 Nov 2014
"Introducing Momentum—a program designed to help driver partners stay healthy, grow their businesses and reduce costs: http://t.uber.com/momentum ",738,40,46,19 Nov 2014
